menu_item_id,restaurant_id,item_name,price
R90587079_5,R90587079,Biryani,18.25
R90587079_6,R90587079,Samosas,5.89
R90587079_7,R90587079,Chole Bhature,11.1
R90587079_8,R90587079,Palak Paneer,13.84
R90587079_9,R90587079,Rogan Josh,16.4
R90587079_10,R90587079,Gulab Jamun,5.31
R90587079_11,R90587079,Dal Makhani,9.58
R90587079_12,R90587079,Masala Dosa,10.21
R90587079_13,R90587079,Aloo Gobi,8.59
R90587079_14,R90587079,Kheer,4.68
R90587079_15,R90587079,Lassi,3.44
R59879127_1,R59879127,Paella,21.0
R59879127_2,R59879127,Tapas,11.25
R59879127_3,R59879127,Churros,3.52
R59879127_4,R59879127,Tortilla Espanola,9.31
R59879127_5,R59879127,Gazpacho,6.04
R59879127_6,R59879127,Patatas Bravas,10.05
R59879127_7,R59879127,Jamon Iberico,11.15
R59879127_8,R59879127,Pisto,10.88
R59879127_9,R59879127,Croquetas,10.8
R59879127_10,R59879127,Albondigas,10.83
R59879127_11,R59879127,Pulpo a la Gallega,16.15
R59879127_12,R59879127,Empanadas,7.03
R59879127_13,R59879127,Crema Catalana,5.6
R59879127_14,R59879127,Manchego Cheese,9.11
R59879127_15,R59879127,Pimientos de Padron,7.48
R56673462_1,R56673462,Burger,8.61
R56673462_2,R56673462,BBQ Ribs,21.63
R56673462_3,R56673462,Fried Chicken,15.7
R56673462_4,R56673462,Hot Dogs,5.86
R56673462_5,R56673462,Apple Pie,4.96
R56673462_6,R56673462,Mac and Cheese,8.39
R56673462_7,R56673462,Buffalo Wings,7.95
R56673462_8,R56673462,Grilled Cheese,8.06
R56673462_9,R56673462,Pancakes,8.57
R56673462_10,R56673462,Clam Chowder,14.49
R56673462_11,R56673462,Philly Cheesesteak,10.3
R56673462_12,R56673462,Cornbread,4.06
R56673462_13,R56673462,Meatloaf,13.91
R56673462_14,R56673462,Chocolate Chip Cookies,3.87
R56673462_15,R56673462,Cheesecake,5.47
R10899738_1,R10899738,Paella,20.19
R10899738_2,R10899738,Tapas,12.05
R10899738_3,R10899738,Churros,5.31
R10899738_4,R10899738,Tortilla Espanola,8.77
R10899738_5,R10899738,Gazpacho,7.96
R10899738_6,R10899738,Patatas Bravas,8.67
R10899738_7,R10899738,Jamon Iberico,14.53
R10899738_8,R10899738,Pisto,13.44
R10899738_9,R10899738,Croquetas,9.25
R10899738_10,R10899738,Albondigas,10.24
R10899738_11,R10899738,Pulpo a la Gallega,12.87
R10899738_12,R10899738,Empanadas,7.68
R10899738_13,R10899738,Crema Catalana,7.07
R10899738_14,R10899738,Manchego Cheese,6.95
R10899738_15,R10899738,Pimientos de Padron,5.72
R57598097_1,R57598097,Croissant,2.59
R57598097_2,R57598097,Baguette,2.14
R57598097_3,R57598097,Ratatouille,15.18
R57598097_4,R57598097,Crepes,6.19
R57598097_5,R57598097,Quiche,7.46
R57598097_6,R57598097,Bouillabaisse,16.73
R57598097_7,R57598097,Coq au Vin,13.02
R57598097_8,R57598097,Escargot,12.6
R57598097_9,R57598097,Beef Bourguignon,23.56
R57598097_10,R57598097,Macarons,5.37
R57598097_11,R57598097,Souffle,6.23
R57598097_12,R57598097,Croque Monsieur,12.22
R57598097_13,R57598097,Nicoise Salad,8.57
R57598097_14,R57598097,Creme Brulee,6.26
R57598097_15,R57598097,Tarte Tatin,11.82
R90402292_1,R90402292,Spring Rolls,5.28
R90402292_2,R90402292,Kung Pao Chicken,11.23
R90402292_3,R90402292,Sweet and Sour Pork,11.55
R90402292_4,R90402292,Fried Rice,9.04
R90402292_5,R90402292,Dumplings,6.58
R90402292_6,R90402292,Hot and Sour Soup,8.55
R90402292_7,R90402292,Peking Duck,17.28
R90402292_8,R90402292,Chow Mein,10.21
R90402292_9,R90402292,General Tso's Chicken,13.5
R90402292_10,R90402292,Egg Drop Soup,6.58
R90402292_11,R90402292,Szechuan Beef,19.5
R90402292_12,R90402292,Lo Mein,9.57
R90402292_13,R90402292,Orange Chicken,14.93
R90402292_14,R90402292,Mapo Tofu,9.69
R90402292_15,R90402292,Moo Shu Pork,12.65
R56248896_1,R56248896,Tacos,11.71
R56248896_2,R56248896,Burritos,9.24
R56248896_3,R56248896,Enchiladas,11.24
R56248896_4,R56248896,Quesadillas,12.36
R56248896_5,R56248896,Nachos,7.47
R56248896_6,R56248896,Fajitas,11.87
R56248896_7,R56248896,Guacamole,7.33
R56248896_8,R56248896,Churros,5.63
R56248896_9,R56248896,Tamales,6.63
R56248896_10,R56248896,Tortilla Soup,8.63
R56248896_11,R56248896,Carnitas,13.28
R56248896_12,R56248896,Chimichangas,8.69
R56248896_13,R56248896,Huevos Rancheros,10.26
R56248896_14,R56248896,Salsa,5.09
R56248896_15,R56248896,Pozole,11.79
R92806693_1,R92806693,Spaghetti,11.54
R92806693_2,R92806693,Lasagna,14.61
R92806693_3,R92806693,Ravioli,12.35
R92806693_4,R92806693,Margherita Pizza,15.06
R92806693_5,R92806693,Fettuccine Alfredo,19.59
R92806693_6,R92806693,Bruschetta,6.56
R92806693_7,R92806693,Tiramisu,6.42
R92806693_8,R92806693,Risotto,19.45
R92806693_9,R92806693,Pesto Pasta,15.19
R92806693_10,R92806693,Carbonara,14.24
R92806693_11,R92806693,Caprese Salad,8.85
R92806693_12,R92806693,Gnocchi,18.57
R92806693_13,R92806693,Calzone,12.66
R92806693_14,R92806693,Minestrone Soup,7.68
R92806693_15,R92806693,Gelato,5.19
R98818773_1,R98818773,Tacos,9.78
R98818773_2,R98818773,Burritos,11.87
R98818773_3,R98818773,Enchiladas,12.13
R98818773_4,R98818773,Quesadillas,10.95
R98818773_5,R98818773,Nachos,10.17
R98818773_6,R98818773,Fajitas,10.44
R98818773_7,R98818773,Guacamole,5.23
R98818773_8,R98818773,Churros,3.59
R98818773_9,R98818773,Tamales,10.79
R98818773_10,R98818773,Tortilla Soup,7.62
R98818773_11,R98818773,Carnitas,13.78
R98818773_12,R98818773,Chimichangas,9.53
R98818773_13,R98818773,Huevos Rancheros,10.24
R98818773_14,R98818773,Salsa,5.14
R98818773_15,R98818773,Pozole,14.53
R89483871_1,R89483871,Spaghetti,15.21
R89483871_2,R89483871,Lasagna,20.3
R89483871_3,R89483871,Ravioli,15.33
R89483871_4,R89483871,Margherita Pizza,14.81
R89483871_5,R89483871,Fettuccine Alfredo,19.4
R89483871_6,R89483871,Bruschetta,7.07
R89483871_7,R89483871,Tiramisu,7.42
R89483871_8,R89483871,Risotto,22.86
R89483871_9,R89483871,Pesto Pasta,16.71
R89483871_10,R89483871,Carbonara,16.4
R89483871_11,R89483871,Caprese Salad,9.32
R89483871_12,R89483871,Gnocchi,16.24
R89483871_13,R89483871,Calzone,17.0
R89483871_14,R89483871,Minestrone Soup,7.24
R89483871_15,R89483871,Gelato,5.02
R12696314_1,R12696314,Burger,10.26
R12696314_2,R12696314,BBQ Ribs,19.1
R12696314_3,R12696314,Fried Chicken,15.58
R12696314_4,R12696314,Hot Dogs,7.88
R12696314_5,R12696314,Apple Pie,4.64
R12696314_6,R12696314,Mac and Cheese,9.69
R12696314_7,R12696314,Buffalo Wings,9.58
R12696314_8,R12696314,Grilled Cheese,9.38
R12696314_9,R12696314,Pancakes,8.23
R12696314_10,R12696314,Clam Chowder,9.3
R12696314_11,R12696314,Philly Cheesesteak,12.05
R12696314_12,R12696314,Cornbread,3.78
R12696314_13,R12696314,Meatloaf,12.22
R12696314_14,R12696314,Chocolate Chip Cookies,3.77
R12696314_15,R12696314,Cheesecake,5.25
R69270855_1,R69270855,Tacos,7.7
R69270855_2,R69270855,Burritos,11.96
R69270855_3,R69270855,Enchiladas,13.16
R69270855_4,R69270855,Quesadillas,7.02
R69270855_5,R69270855,Nachos,7.78
R69270855_6,R69270855,Fajitas,16.97
R69270855_7,R69270855,Guacamole,5.04
R69270855_8,R69270855,Churros,6.0
R69270855_9,R69270855,Tamales,8.41
R69270855_10,R69270855,Tortilla Soup,6.24
R69270855_11,R69270855,Carnitas,10.44
R69270855_12,R69270855,Chimichangas,12.02
R69270855_13,R69270855,Huevos Rancheros,8.85
R69270855_14,R69270855,Salsa,4.6
R69270855_15,R69270855,Pozole,9.44
R56610230_1,R56610230,Spring Rolls,7.56
R56610230_2,R56610230,Kung Pao Chicken,14.96
R56610230_3,R56610230,Sweet and Sour Pork,16.56
R56610230_4,R56610230,Fried Rice,7.25
R56610230_5,R56610230,Dumplings,9.3
R56610230_6,R56610230,Hot and Sour Soup,7.95
R56610230_7,R56610230,Peking Duck,24.96
R56610230_8,R56610230,Chow Mein,14.09
R56610230_9,R56610230,General Tso's Chicken,13.11
R56610230_10,R56610230,Egg Drop Soup,4.9
R56610230_11,R56610230,Szechuan Beef,17.21
R56610230_12,R56610230,Lo Mein,8.24
R56610230_13,R56610230,Orange Chicken,16.2
R56610230_14,R56610230,Mapo Tofu,14.3
R56610230_15,R56610230,Moo Shu Pork,14.35
R66191141_1,R66191141,Gyro,8.7
R66191141_2,R66191141,Souvlaki,16.28
R66191141_3,R66191141,Moussaka,10.53
R66191141_4,R66191141,Spanakopita,9.37
R66191141_5,R66191141,Greek Salad,7.34
R66191141_6,R66191141,Baklava,7.55
R66191141_7,R66191141,Tzatziki,5.01
R66191141_8,R66191141,Dolmades,9.07
R66191141_9,R66191141,Saganaki,13.18
R66191141_10,R66191141,Lamb Kleftiko,12.46
R66191141_11,R66191141,Feta Cheese,4.31
R66191141_12,R66191141,Pastitsio,10.29
R66191141_13,R66191141,Loukoumades,7.57
R66191141_14,R66191141,Taramasalata,6.76
R66191141_15,R66191141,Galaktoboureko,6.91
R47724999_1,R47724999,Tacos,11.35
R47724999_2,R47724999,Burritos,8.43
R47724999_3,R47724999,Enchiladas,13.95
R47724999_4,R47724999,Quesadillas,11.56
R47724999_5,R47724999,Nachos,8.42
R47724999_6,R47724999,Fajitas,13.13
R47724999_7,R47724999,Guacamole,6.04
R47724999_8,R47724999,Churros,5.7
R47724999_9,R47724999,Tamales,6.12
R47724999_10,R47724999,Tortilla Soup,8.29
R47724999_11,R47724999,Carnitas,13.56
R47724999_12,R47724999,Chimichangas,7.77
R47724999_13,R47724999,Huevos Rancheros,9.83
R47724999_14,R47724999,Salsa,4.11
R47724999_15,R47724999,Pozole,8.71
R59163784_1,R59163784,Tacos,12.48
R59163784_2,R59163784,Burritos,8.39
R59163784_3,R59163784,Enchiladas,10.16
R59163784_4,R59163784,Quesadillas,10.98
R59163784_5,R59163784,Nachos,10.13
R59163784_6,R59163784,Fajitas,17.03
R59163784_7,R59163784,Guacamole,6.93
R59163784_8,R59163784,Churros,5.86
R59163784_9,R59163784,Tamales,6.32
R59163784_10,R59163784,Tortilla Soup,8.69
R59163784_11,R59163784,Carnitas,15.36
R59163784_12,R59163784,Chimichangas,13.13
R59163784_13,R59163784,Huevos Rancheros,10.83
R59163784_14,R59163784,Salsa,5.16
R59163784_15,R59163784,Pozole,11.92
R22670500_1,R22670500,Spring Rolls,6.46
R22670500_2,R22670500,Kung Pao Chicken,17.82
R22670500_3,R22670500,Sweet and Sour Pork,10.41
R22670500_4,R22670500,Fried Rice,7.5
R22670500_5,R22670500,Dumplings,6.22
R22670500_6,R22670500,Hot and Sour Soup,6.81
R22670500_7,R22670500,Peking Duck,19.11
R22670500_8,R22670500,Chow Mein,11.95
R22670500_9,R22670500,General Tso's Chicken,11.3
R22670500_10,R22670500,Egg Drop Soup,6.17
R22670500_11,R22670500,Szechuan Beef,18.58
R22670500_12,R22670500,Lo Mein,10.26
R22670500_13,R22670500,Orange Chicken,14.32
R22670500_14,R22670500,Mapo Tofu,12.61
R22670500_15,R22670500,Moo Shu Pork,16.33
R86511924_1,R86511924,Spring Rolls,7.3
R86511924_2,R86511924,Kung Pao Chicken,12.74
R86511924_3,R86511924,Sweet and Sour Pork,10.79
R86511924_4,R86511924,Fried Rice,8.52
R86511924_5,R86511924,Dumplings,7.85
R86511924_6,R86511924,Hot and Sour Soup,7.32
R86511924_7,R86511924,Peking Duck,28.04
R86511924_8,R86511924,Chow Mein,11.23
R86511924_9,R86511924,General Tso's Chicken,11.53
R86511924_10,R86511924,Egg Drop Soup,6.45
R86511924_11,R86511924,Szechuan Beef,11.43
R86511924_12,R86511924,Lo Mein,10.77
R86511924_13,R86511924,Orange Chicken,10.88
R86511924_14,R86511924,Mapo Tofu,14.77
R86511924_15,R86511924,Moo Shu Pork,12.01
R43866983_1,R43866983,Croissant,3.13
R43866983_2,R43866983,Baguette,1.71
R43866983_3,R43866983,Ratatouille,10.02
R43866983_4,R43866983,Crepes,9.18
R43866983_5,R43866983,Quiche,9.15
R43866983_6,R43866983,Bouillabaisse,12.91
R43866983_7,R43866983,Coq au Vin,18.06
R43866983_8,R43866983,Escargot,10.8
R43866983_9,R43866983,Beef Bourguignon,24.26
R43866983_10,R43866983,Macarons,4.61
R43866983_11,R43866983,Souffle,7.59
R43866983_12,R43866983,Croque Monsieur,12.09
R43866983_13,R43866983,Nicoise Salad,11.86
R43866983_14,R43866983,Creme Brulee,9.3
R43866983_15,R43866983,Tarte Tatin,8.17
R80625927_1,R80625927,Sushi,19.76
R80625927_2,R80625927,Sashimi,21.92
R80625927_3,R80625927,Ramen,15.92
R80625927_4,R80625927,Tempura,18.93
R80625927_5,R80625927,Udon,13.5
R80625927_6,R80625927,Miso Soup,4.9
R80625927_7,R80625927,Teriyaki Chicken,16.65
R80625927_8,R80625927,Takoyaki,9.58
R80625927_9,R80625927,Gyoza,6.43
R80625927_10,R80625927,Mochi,4.27
R80625927_11,R80625927,Katsu Curry,14.03
R80625927_12,R80625927,Onigiri,4.55
R80625927_13,R80625927,Yakisoba,12.4
R80625927_14,R80625927,Sukiyaki,17.03
R80625927_15,R80625927,Matcha Ice Cream,7.72
R78773833_1,R78773833,Paella,18.31
R78773833_2,R78773833,Tapas,13.63
R78773833_3,R78773833,Churros,4.53
R78773833_4,R78773833,Tortilla Espanola,10.68
R78773833_5,R78773833,Gazpacho,7.71
R78773833_6,R78773833,Patatas Bravas,7.14
R78773833_7,R78773833,Jamon Iberico,17.18
R78773833_8,R78773833,Pisto,10.38
R78773833_9,R78773833,Croquetas,6.32
R78773833_10,R78773833,Albondigas,7.46
R78773833_11,R78773833,Pulpo a la Gallega,14.36
R78773833_12,R78773833,Empanadas,8.87
R78773833_13,R78773833,Crema Catalana,5.68
R78773833_14,R78773833,Manchego Cheese,7.0
R78773833_15,R78773833,Pimientos de Padron,7.93
R85161568_1,R85161568,Gyro,9.13
R85161568_2,R85161568,Souvlaki,14.7
R85161568_3,R85161568,Moussaka,14.26
R85161568_4,R85161568,Spanakopita,12.0
R85161568_5,R85161568,Greek Salad,9.48
R85161568_6,R85161568,Baklava,5.43
R85161568_7,R85161568,Tzatziki,5.91
R85161568_8,R85161568,Dolmades,8.8
R85161568_9,R85161568,Saganaki,11.07
R85161568_10,R85161568,Lamb Kleftiko,13.22
R85161568_11,R85161568,Feta Cheese,6.9
R85161568_12,R85161568,Pastitsio,10.23
R85161568_13,R85161568,Loukoumades,7.57
R85161568_14,R85161568,Taramasalata,8.52
R85161568_15,R85161568,Galaktoboureko,5.96
R95565678_1,R95565678,Paella,16.13
R95565678_2,R95565678,Tapas,14.93
R95565678_3,R95565678,Churros,4.91
R95565678_4,R95565678,Tortilla Espanola,9.22
R95565678_5,R95565678,Gazpacho,9.07
R95565678_6,R95565678,Patatas Bravas,8.27
R95565678_7,R95565678,Jamon Iberico,15.88
R95565678_8,R95565678,Pisto,9.28
R95565678_9,R95565678,Croquetas,9.26
R95565678_10,R95565678,Albondigas,8.79
R95565678_11,R95565678,Pulpo a la Gallega,17.2
R95565678_12,R95565678,Empanadas,9.22
R95565678_13,R95565678,Crema Catalana,6.45
R95565678_14,R95565678,Manchego Cheese,7.58
R95565678_15,R95565678,Pimientos de Padron,5.64
R74837277_1,R74837277,Spring Rolls,7.77
R74837277_2,R74837277,Kung Pao Chicken,16.22
R74837277_3,R74837277,Sweet and Sour Pork,15.37
R74837277_4,R74837277,Fried Rice,9.85
R74837277_5,R74837277,Dumplings,6.26
R74837277_6,R74837277,Hot and Sour Soup,6.22
R74837277_7,R74837277,Peking Duck,17.86
R74837277_8,R74837277,Chow Mein,9.58
R74837277_9,R74837277,General Tso's Chicken,14.84
R74837277_10,R74837277,Egg Drop Soup,5.67
R74837277_11,R74837277,Szechuan Beef,17.79
R74837277_12,R74837277,Lo Mein,7.86
R74837277_13,R74837277,Orange Chicken,10.31
R74837277_14,R74837277,Mapo Tofu,8.62
R74837277_15,R74837277,Moo Shu Pork,14.63
R44271087_1,R44271087,Paella,20.62
R44271087_2,R44271087,Tapas,12.03
R44271087_3,R44271087,Churros,5.12
R44271087_4,R44271087,Tortilla Espanola,9.21
R44271087_5,R44271087,Gazpacho,8.04
R44271087_6,R44271087,Patatas Bravas,10.1
R44271087_7,R44271087,Jamon Iberico,13.72
R44271087_8,R44271087,Pisto,13.56
R44271087_9,R44271087,Croquetas,10.15
R44271087_10,R44271087,Albondigas,10.01
R44271087_11,R44271087,Pulpo a la Gallega,14.54
R44271087_12,R44271087,Empanadas,9.05
R44271087_13,R44271087,Crema Catalana,6.73
R44271087_14,R44271087,Manchego Cheese,10.22
R44271087_15,R44271087,Pimientos de Padron,9.15
R80938324_1,R80938324,Spaghetti,13.72
R80938324_2,R80938324,Lasagna,16.54
R80938324_3,R80938324,Ravioli,21.07
R80938324_4,R80938324,Margherita Pizza,8.71
R80938324_5,R80938324,Fettuccine Alfredo,11.81
R80938324_6,R80938324,Bruschetta,10.11
R80938324_7,R80938324,Tiramisu,9.21
R80938324_8,R80938324,Risotto,19.67
R80938324_9,R80938324,Pesto Pasta,18.58
R80938324_10,R80938324,Carbonara,14.69
R80938324_11,R80938324,Caprese Salad,9.18
R80938324_12,R80938324,Gnocchi,18.66
R80938324_13,R80938324,Calzone,9.52
R80938324_14,R80938324,Minestrone Soup,10.19
R80938324_15,R80938324,Gelato,4.74
R35940721_1,R35940721,Sushi,13.87
R35940721_2,R35940721,Sashimi,23.51
R35940721_3,R35940721,Ramen,15.5
R35940721_4,R35940721,Tempura,19.3
R35940721_5,R35940721,Udon,15.26
R35940721_6,R35940721,Miso Soup,6.38
R35940721_7,R35940721,Teriyaki Chicken,21.27
R35940721_8,R35940721,Takoyaki,10.27
R35940721_9,R35940721,Gyoza,5.33
R35940721_10,R35940721,Mochi,4.62
R35940721_11,R35940721,Katsu Curry,16.12
R35940721_12,R35940721,Onigiri,6.93
R35940721_13,R35940721,Yakisoba,8.84
R35940721_14,R35940721,Sukiyaki,18.27
R35940721_15,R35940721,Matcha Ice Cream,5.13
R68376238_1,R68376238,Gyro,11.24
R68376238_2,R68376238,Souvlaki,11.24
R68376238_3,R68376238,Moussaka,11.74
R68376238_4,R68376238,Spanakopita,10.89
R68376238_5,R68376238,Greek Salad,8.75
R68376238_6,R68376238,Baklava,4.32
R68376238_7,R68376238,Tzatziki,6.18
R68376238_8,R68376238,Dolmades,7.62
R68376238_9,R68376238,Saganaki,12.56
R68376238_10,R68376238,Lamb Kleftiko,20.78
R68376238_11,R68376238,Feta Cheese,7.72
R68376238_12,R68376238,Pastitsio,13.34
R68376238_13,R68376238,Loukoumades,6.97
R68376238_14,R68376238,Taramasalata,6.02
R68376238_15,R68376238,Galaktoboureko,5.82
R15631334_1,R15631334,Tacos,8.25
R15631334_2,R15631334,Burritos,8.98
R15631334_3,R15631334,Enchiladas,12.55
R15631334_4,R15631334,Quesadillas,11.62
R15631334_5,R15631334,Nachos,6.51
R15631334_6,R15631334,Fajitas,12.84
R15631334_7,R15631334,Guacamole,6.73
R15631334_8,R15631334,Churros,4.36
R15631334_9,R15631334,Tamales,6.38
R15631334_10,R15631334,Tortilla Soup,5.97
R15631334_11,R15631334,Carnitas,16.37
R15631334_12,R15631334,Chimichangas,8.55
R15631334_13,R15631334,Huevos Rancheros,10.78
R15631334_14,R15631334,Salsa,5.31
R15631334_15,R15631334,Pozole,12.58
R41421429_1,R41421429,Spring Rolls,4.75
R41421429_2,R41421429,Kung Pao Chicken,15.89
R41421429_3,R41421429,Sweet and Sour Pork,11.16
R41421429_4,R41421429,Fried Rice,6.99
R41421429_5,R41421429,Dumplings,9.3
R41421429_6,R41421429,Hot and Sour Soup,7.46
R41421429_7,R41421429,Peking Duck,24.16
R41421429_8,R41421429,Chow Mein,11.34
R41421429_9,R41421429,General Tso's Chicken,15.06
R41421429_10,R41421429,Egg Drop Soup,5.8
R41421429_11,R41421429,Szechuan Beef,18.05
R41421429_12,R41421429,Lo Mein,11.79
R41421429_13,R41421429,Orange Chicken,17.68
R41421429_14,R41421429,Mapo Tofu,10.63
R41421429_15,R41421429,Moo Shu Pork,9.43
R41288208_1,R41288208,Sushi,13.6
R41288208_2,R41288208,Sashimi,16.8
R41288208_3,R41288208,Ramen,18.15
R41288208_4,R41288208,Tempura,14.5
R41288208_5,R41288208,Udon,16.33
R41288208_6,R41288208,Miso Soup,5.25
R41288208_7,R41288208,Teriyaki Chicken,15.37
R41288208_8,R41288208,Takoyaki,10.54
R41288208_9,R41288208,Gyoza,8.53
R41288208_10,R41288208,Mochi,6.06
R41288208_11,R41288208,Katsu Curry,13.73
R41288208_12,R41288208,Onigiri,7.31
R41288208_13,R41288208,Yakisoba,8.7
R41288208_14,R41288208,Sukiyaki,19.49
R41288208_15,R41288208,Matcha Ice Cream,6.17
R96683314_1,R96683314,Gyro,12.13
R96683314_2,R96683314,Souvlaki,14.8
R96683314_3,R96683314,Moussaka,14.2
R96683314_4,R96683314,Spanakopita,8.47
R96683314_5,R96683314,Greek Salad,7.45
R96683314_6,R96683314,Baklava,7.55
R96683314_7,R96683314,Tzatziki,4.79
R96683314_8,R96683314,Dolmades,9.19
R96683314_9,R96683314,Saganaki,12.52
R96683314_10,R96683314,Lamb Kleftiko,20.95
R96683314_11,R96683314,Feta Cheese,7.78
R96683314_12,R96683314,Pastitsio,15.31
R96683314_13,R96683314,Loukoumades,6.18
R96683314_14,R96683314,Taramasalata,8.52
R96683314_15,R96683314,Galaktoboureko,4.48
R66048193_1,R66048193,Tacos,12.11
R66048193_2,R66048193,Burritos,10.32
R66048193_3,R66048193,Enchiladas,8.67
R66048193_4,R66048193,Quesadillas,9.81
R66048193_5,R66048193,Nachos,6.93
R66048193_6,R66048193,Fajitas,11.79
R66048193_7,R66048193,Guacamole,5.8
R66048193_8,R66048193,Churros,5.07
R66048193_9,R66048193,Tamales,7.98
R66048193_10,R66048193,Tortilla Soup,6.99
R66048193_11,R66048193,Carnitas,15.97
R66048193_12,R66048193,Chimichangas,10.88
R66048193_13,R66048193,Huevos Rancheros,11.51
R66048193_14,R66048193,Salsa,5.17
R66048193_15,R66048193,Pozole,11.28
R12104580_1,R12104580,Tacos,8.59
R12104580_2,R12104580,Burritos,11.94
R12104580_3,R12104580,Enchiladas,12.41
R12104580_4,R12104580,Quesadillas,7.57
R12104580_5,R12104580,Nachos,10.64
R12104580_6,R12104580,Fajitas,12.09
R12104580_7,R12104580,Guacamole,6.96
R12104580_8,R12104580,Churros,5.34
R12104580_9,R12104580,Tamales,7.88
R12104580_10,R12104580,Tortilla Soup,6.43
R12104580_11,R12104580,Carnitas,15.59
R12104580_12,R12104580,Chimichangas,12.22
R12104580_13,R12104580,Huevos Rancheros,10.75
R12104580_14,R12104580,Salsa,4.27
R12104580_15,R12104580,Pozole,14.32
R94013453_1,R94013453,Spaghetti,16.3
R94013453_2,R94013453,Lasagna,22.07
R94013453_3,R94013453,Ravioli,16.51
R94013453_4,R94013453,Margherita Pizza,10.29
R94013453_5,R94013453,Fettuccine Alfredo,11.59
R94013453_6,R94013453,Bruschetta,8.43
R94013453_7,R94013453,Tiramisu,7.39
R94013453_8,R94013453,Risotto,14.26
R94013453_9,R94013453,Pesto Pasta,13.53
R94013453_10,R94013453,Carbonara,17.51
R94013453_11,R94013453,Caprese Salad,10.43
R94013453_12,R94013453,Gnocchi,13.24
R94013453_13,R94013453,Calzone,12.59
R94013453_14,R94013453,Minestrone Soup,7.07
R94013453_15,R94013453,Gelato,6.98
R89924940_1,R89924940,Spring Rolls,5.89
R89924940_2,R89924940,Kung Pao Chicken,11.22
R89924940_3,R89924940,Sweet and Sour Pork,14.55
R89924940_4,R89924940,Fried Rice,11.28
R89924940_5,R89924940,Dumplings,8.9
R89924940_6,R89924940,Hot and Sour Soup,5.86
R89924940_7,R89924940,Peking Duck,23.58
R89924940_8,R89924940,Chow Mein,11.53
R89924940_9,R89924940,General Tso's Chicken,16.61
R89924940_10,R89924940,Egg Drop Soup,5.24
R89924940_11,R89924940,Szechuan Beef,12.1
R89924940_12,R89924940,Lo Mein,10.86
R89924940_13,R89924940,Orange Chicken,14.36
R89924940_14,R89924940,Mapo Tofu,11.34
R89924940_15,R89924940,Moo Shu Pork,14.57
R68553625_1,R68553625,Pad Thai,15.35
R68553625_2,R68553625,Green Curry,16.95
R68553625_3,R68553625,Tom Yum Soup,9.51
R68553625_4,R68553625,Massaman Curry,17.01
R68553625_5,R68553625,Satay,10.67
R68553625_6,R68553625,Som Tum,12.56
R68553625_7,R68553625,Pad See Ew,9.88
R68553625_8,R68553625,Mango Sticky Rice,9.21
R68553625_9,R68553625,Red Curry,15.84
R68553625_10,R68553625,Panang Curry,14.22
R68553625_11,R68553625,Thai Fried Rice,11.96
R68553625_12,R68553625,Larb,10.62
R68553625_13,R68553625,Tom Kha Gai,8.25
R68553625_14,R68553625,Spring Rolls,7.27
R68553625_15,R68553625,Fish Cakes,6.88
R73478965_1,R73478965,Paella,15.68
R73478965_2,R73478965,Tapas,8.61
R73478965_3,R73478965,Churros,4.41
R73478965_4,R73478965,Tortilla Espanola,8.67
R73478965_5,R73478965,Gazpacho,8.15
R73478965_6,R73478965,Patatas Bravas,10.26
R73478965_7,R73478965,Jamon Iberico,14.67
R73478965_8,R73478965,Pisto,11.26
R73478965_9,R73478965,Croquetas,8.74
R73478965_10,R73478965,Albondigas,7.36
R73478965_11,R73478965,Pulpo a la Gallega,16.81
R73478965_12,R73478965,Empanadas,7.67
R73478965_13,R73478965,Crema Catalana,6.56
R73478965_14,R73478965,Manchego Cheese,10.55
R73478965_15,R73478965,Pimientos de Padron,5.81
R34059271_1,R34059271,Paella,15.87
R34059271_2,R34059271,Tapas,14.04
R34059271_3,R34059271,Churros,5.78
R34059271_4,R34059271,Tortilla Espanola,10.23
R34059271_5,R34059271,Gazpacho,5.71
R34059271_6,R34059271,Patatas Bravas,9.15
R34059271_7,R34059271,Jamon Iberico,18.5
R34059271_8,R34059271,Pisto,8.53
R34059271_9,R34059271,Croquetas,6.68
R34059271_10,R34059271,Albondigas,11.81
R34059271_11,R34059271,Pulpo a la Gallega,13.36
R34059271_12,R34059271,Empanadas,5.55
R34059271_13,R34059271,Crema Catalana,7.72
R34059271_14,R34059271,Manchego Cheese,9.46
R34059271_15,R34059271,Pimientos de Padron,7.93
R90125762_1,R90125762,Gyro,9.0
R90125762_2,R90125762,Souvlaki,14.48
R90125762_3,R90125762,Moussaka,11.24
R90125762_4,R90125762,Spanakopita,8.31
R90125762_5,R90125762,Greek Salad,10.5
R90125762_6,R90125762,Baklava,7.04
R90125762_7,R90125762,Tzatziki,4.81
R90125762_8,R90125762,Dolmades,5.25
R90125762_9,R90125762,Saganaki,10.59
R90125762_10,R90125762,Lamb Kleftiko,16.86
R90125762_11,R90125762,Feta Cheese,5.07
R90125762_12,R90125762,Pastitsio,11.44
R90125762_13,R90125762,Loukoumades,7.78
R90125762_14,R90125762,Taramasalata,6.19
R90125762_15,R90125762,Galaktoboureko,5.54
R69068499_1,R69068499,Spring Rolls,6.55
R69068499_2,R69068499,Kung Pao Chicken,18.04
R69068499_3,R69068499,Sweet and Sour Pork,13.42
R69068499_4,R69068499,Fried Rice,9.78
